MUMPS;PERTUSSIS;MEASLES;RUBELLA
1.0;0.49520871199958705;-0.005044593326033855;-0.10148007201088766
0.49520871199958705;1.0;0.27332289372456875;-0.3702284468960502
-0.005044593326033855;0.27332289372456875;1.0;-0.10831323962900276
-0.10148007201088766;-0.3702284468960502;-0.10831323962900276;1.0
